code_m,name_m,code_s,name_s,code_ss,name_ss
,,,,50002746,헤드레스트형
,,,,50002747,기타차량용TV/모니터
,,50001193,카오디오 음향기기,50002748,스피커
,,,,50002749,우퍼
,,,,50002750,앰프
,,,,50002751,음향기기 기타
,,50001194,카팩,50002752,무선
,,,,50002753,유선
,,50001195,헤드유닛,50002754,CD/MP3플레이어
,,,,50002755,DVD플레이어
,,,,50002756,CD/DVD체인저
,,,,50002757,헤드유닛패키지
,,50001196,방음/방진용품,50002758,방음/방진/흡음
,,,,50002759,방청용품
,,,,50002760,실내원단
,,50001197,자동차 AV용품,50002761,노이즈필터
,,,,50002762,레벨미터
,,,,50002763,서랍장
,,,,50002764,전원보강용품
,,,,50002765,리모컨
,,,,50002766,기타자동차AV용품
,,50001727,핸즈프리,,
50000089,PC,50001737,브랜드 PC,,
,,50001738,조립/베어본 PC,,
,,50001739,서버/워크스테이션,,
50000151,노트북,,,,
50000097,PC부품,50001620,CPU,,
,,50001218,RAM,50003101,데스크탑용
,,,,50003102,노트북용
,,50001219,그래픽카드,50003103,AMD계열
,,,,50003104,NVIDIA계열
,,,,50003105,기타계열
,,,,50003106,그래픽카드 주변기기
,,50001220,메인보드,50003107,인텔CPU용
,,,,50003108,AMDCPU용
,,,,50003109,기타메인보드
,,50001621,PC케이스,,
,,50001221,파워서플라이,50003110,ATX파워
,,,,50003111,mATX파워
,,,,50003112,TFX파워
,,,,50003113,UPS
,,,,50003209,서버용파워
,,,,50003114,기타PC용파워
,,50001222,PC케이블,50003115,1394케이블
,,,,50003116,D-SUB케이블
,,,,50003117,DVI케이블
,,,,50003118,HDMI케이블
,,,,50003119,SATA케이블
,,,,50003120,USB케이블
,,,,50003121,광케이블
,,,,50003122,랜케이블
,,,,50003123,비디오케이블
,,,,50003124,오디오케이블
,,,,50003125,젠더
,,,,50003126,전원케이블
,,,,50003127,기타케이블
,,50001223,인터페이스카드,50003128,1394카드
,,,,50003129,RAID카드
,,,,50003130,SATA카드
,,,,50003131,SCSI카드
,,,,50003132,USB카드
,,,,50003133,기타인터페이스카드
,,50001224,쿨러,50003134,CPU쿨러
,,,,50003135,HDD쿨러
,,,,50003136,그래픽카드쿨러
,,,,50003137,노트북쿨러
,,,,50003138,방열판
,,,,50003139,수냉쿨러
,,,,50003140,케이스쿨러
,,,,50003141,기타쿨러
,,50001225,튜닝용품,50003142,브라켓
,,,,50003143,팬/온도컨트롤러
,,,,50003144,팬그릴
,,,,50003145,팬필터
,,,,50003146,조명기기
,,,,50003147,방음방진
,,,,50003148,기타튜닝용품
,,50007074,SSD,,
,,50007075,HDD,,
50000090,PC액세서리,50001200,USB액세서리,50002776,USB허브
,,,,50002777,USB라이트
,,,,50002780,USB보온제품
,,,,50002781,USB잠금장치
,,,,50002920,USB청소기
,,,,50002921,USB토이
,,,,50002922,기타USB액세서리
,,50001571,마우스패드,,
,,50001572,손목받침대,,
,,50001573,보안기,,
,,50001574,PC받침대,,
,,50001575,PC홀더/브라켓,,
,,50001576,키보드키스킨/스티커,,
,,50001577,클리너,,
,,50001578,케이블타이/정리함,,
,,50001579,기타PC액세서리,,
50000152,태블릿PC,,,,
50000153,모니터,,,,
50000093,모니터주변기기,50001590,모니터받침대,,
,,50001591,모니터어댑터,,
,,50001592,모니터브라켓,,
,,50006203,모니터암,,
,,50001593,기타모니터주변기기,,
50000092,태블릿PC액세서리,50001588,케이스/파우치,,
,,50001589,스탠드/Dock,,
,,50001202,태블릿PC보호필름,50002925,액정보호필름
,,,,50002926,전신보호필름
,,50007236,터치펜/기타,,
50000091,노트북액세서리,50001580,노트북가방/케이스,,
,,50001581,노트북받침대/쿨러,,
,,50001582,노트북보안기,,
,,50001583,노트북어댑터,,
,,50001584,노트북용배터리,,
,,50001585,노트북키스킨,,
,,50001201,노트북보호필름,50002923,액정보호필름
,,,,50002924,전신보호필름
,,50001586,노트북도난방지,,
,,50001587,기타노트북액세서리,,
50000213,주방가전,50001430,냉장고,50002558,양문형
,,,,50002559,일반형
,,,,50002560,업소용
,,50001431,김치냉장고,50002561,스탠드형
,,,,50002562,뚜껑형
,,,,50002563,서랍형
,,,,50002565,업소용
,,50001854,냉동고,,
,,50001432,전용냉장고,50006372,쇼케이스
,,,,50002566,반찬냉장고
,,,,50006373,육수냉장고
,,,,50002567,쌀냉장고
,,,,50002568,와인냉장고
,,,,50002569,제빙기
,,,,50002570,화장품냉장고
,,50001305,가스레인지,50002571,일반가스레인지
,,,,50002572,빌트인가스레인지
,,,,50002573,업소용가스레인지
,,50001855,가스레인지후드,,
,,50001306,전기밥솥,50002574,압력밥솥
,,,,50002575,일반밥솥
,,,,50002576,업소용밥솥
,,50001856,전자레인지,,
,,50001181,오븐,50002577,전기오븐
,,,,50006202,복합형오븐
,,,,50002578,오븐레인지
,,,,50002579,오븐조리기
,,50001857,인덕션,,
,,50001858,하이라이트,,
,,50007109,하이브리드,,
,,50001859,핫플레이트,,
,,50001860,쥬서기/녹즙기,,
,,50001861,믹서기,,
,,50001862,빙수기,,
,,50001863,분쇄기,,
,,50001182,식기세척/건조기,50002580,식기세척기
,,,,50002581,식기건조기
,,,,50006960,업소용식기세척기
,,,,50006968,업소용식기건조기
,,,,50002582,과일야채세척기
,,,,50005123,식기세척기전용세제
,,50001183,전기포트,50002583,무선포트
,,,,50002584,라면포트
,,,,50002585,보온포트
,,,,50002586,유선포트
,,,,50002587,전기물통
,,50001184,정수기,50002588,냉정수기
,,,,50002589,냉온정수기
,,,,50002590,냉온수기
,,,,50002591,미니정수기
,,,,50002592,정수기필터
,,,,50002723,기타정수기주변기기
,,50001706,진공포장기,,
,,50001707,음식물처리기,,
,,50001185,커피머신,50002724,에스프레소머신
,,,,50006962,업소용에스프레소머신
,,,,50002725,캡슐/POD머신
,,,,50007232,커피머신부속품
,,50001708,커피메이커,,
,,50001709,커피자판기,,
,,50001186,토스터기,50002726,팝업토스터기
,,,,50003208,오븐토스터기
,,50001710,제빵기,,
,,50001711,거품/반죽기,,
,,50001712,전기그릴,,
,,50001713,생선그릴,,
,,50001714,전기팬,,
,,50001715,튀김기,,
,,50001187,전기쿠커,50002727,슬로우쿠커
,,,,50002728,전기냄비
,,,,50002729,전기찜기
,,,,50002730,에그마스터
,,50001716,핸드블렌더,,
,,50001717,홍삼제조기,,
,,50001718,식품건조기,,
,,50001719,두부두유 제조기,,
,,50001720,요구르트 제조기,,
,,50001721,아이스크림 제조기,,
,,50001722,죽제조기,,
,,50001723,샌드위치 제조기,,
,,50001724,와플 제조기,,
,,50001725,탄산수 제조기,,
,,50006961,업소용 튀김기,,
,,50006965,업소용음식물처리기,,
,,50006966,업소용믹서기,,
,,50006969,업소용진공포장기,,
,,50006967,업소용빙수기,,
,,50006970,업소용거품/반죽기,,
,,50001726,기타 주방가전,,
,,50007072,에어프라이어,,
,,50007234,기타주방가전부속품,,
50000095,멀티미디어장비,50001595,Divx플레이어,,
,,50001211,DVR,50002961,DVR본체
,,,,50002962,DVR카드
,,,,50002963,DVR패키지
,,50001596,PC마이크,,
,,50001212,PC스피커,50002964,2채널
,,,,50002965,2.1채널
,,,,50002966,5.1채널
,,50001597,휴대용 스피커,,
,,50001598,PC카메라,,
,,50001599,PC헤드셋,,
,,50001213,TV카드,50002968,TV카드
,,,,50002969,PC리모컨
,,,,50002970,안테나
,,,,50002971,DMB수신기
,,50001214,사운드카드,50002972,내장형
,,,,50002973,외장형
,,,,50002974,레코딩장비
,,,,50002975,기타사운드카드용품
,,50001215,영상편집카드,50002976,디코더
,,,,50002977,엔코더
,,,,50002978,방송보드
,,,,50002979,영상편집
50000099,소프트웨어,50001512,운영체제,,
,,50001513,보안/백신,,
,,50001514,사무/회계,,
,,50001515,개발툴,,
,,50001516,그래픽/멀티미디어,,
,,50001517,번역,,
,,50001518,유틸리티,,
50000098,네트워크장비,50001226,공유기,50003149,유선공유기
,,,,50003150,유무선공유기
,,,,50003151,무선AP
,,50001227,랜카드,50003152,무선랜카드
,,,,50003153,유선랜카드
,,50001622,라우터,,
,,50001623,AP,,
,,50001624,KVM스위치,,
,,50001497,KVM케이블,,
,,50001498,네트워크모듈,,
,,50001499,네트워크테스트기,,
,,50001500,리피터장비,,
,,50001501,모니터공유기,,
,,50001502,무선모뎀,,
,,50001503,모뎀,,
,,50001504,블루투스동글,,
,,50001505,선택기,,
,,50001506,스위칭허브,,
,,50001507,시리얼장비,,
,,50001508,안테나,,
,,50001509,컨버터장비,,
,,50001510,프린터공유기,,
,,50001511,기타네트워크장비,,
50000094,PC주변기기,50001203,마우스,50002927,무선마우스
,,,,50002928,유선마우스
,,,,50002929,트랙볼마우스
,,,,50002930,펜마우스
,,,,50002931,프리젠터
,,50001204,키보드,50002932,무선키보드
,,,,50002933,유선키보드
,,,,50002934,키패드
,,50001594,키보드/마우스세트,,
,,50001205,태블릿/액세서리,50002935,태블릿
,,,,50002936,태블릿액세서리
,,50001206,복합기,50002937,잉크젯복합기
,,,,50002938,컬러레이저복합기
,,,,50002939,흑백레이저복합기
,,50001207,프린터,50002940,잉크젯프린터
,,,,50002941,레이저프린터
,,,,50002942,포토프린터
,,,,50002943,도트프린터
,,,,50002944,라벨프린터
,,,,50002945,바코드프린터
,,,,50002946,영수증프린터
,,,,50002947,플로터
,,,,50005481,3D프린터
,,,,50007228,카드프린터
,,50001208,복합기/프린터소모품,50002948,잉크
,,,,50002949,토너
,,,,50002951,기타복합기/프린터소모품
,,,,50005482,3D프린터소모품
,,50001209,스캐너,50002952,명함스캐너
,,,,50002953,바코드스캐너
,,,,50002954,양면스캐너
,,,,50002955,펜스캐너
,,,,50002956,평판스캐너
,,,,50002957,필름스캐너
,,,,50006840,3D 스캐너
50000087,학습기기,50001728,전자사전,,
,,50001729,전자책,,
,,50001730,어학학습기,,
,,50001731,학습보조기,,
,,50001732,보이스레코더,,
,,50001198,학습기기액세서리,50002767,보호필름/키스킨
,,,,50002768,케이스/파우치
,,,,50002769,충전기/케이블
50000096,저장장치,50001600,외장HDD,,
,,50001601,외장SSD,,
,,50001602,NAS,,
,,50001615,USB메모리,,
,,50001616,HDD,,
,,50001617,SSD,,
,,50001216,ODD,50003088,CD/DVD콤보
,,,,50003089,CD-ROM
,,,,50003090,CD레코더
,,,,50003091,DVD-ROM
,,,,50003092,DVD레코더
,,,,50003093,블루레이
,,50001217,공미디어,50003094,CD미디어
,,,,50003095,DVD미디어
,,,,50003096,블루레이미디어
,,,,50003097,기타공미디어
,,,,50003098,미디어보관함
,,,,50003099,미디어전용라벨
,,,,50003100,기타공미디어액세서리
,,50001618,기타저장장치,,
,,50001619,저장장치액세서리,,
50000088,게임기/타이틀,50001733,가정용게임기,,
,,50001734,휴대용게임기,,
,,50001735,PC게임,,
,,50001736,게임타이틀,,
,,50001199,게임기주변기기,50002770,조이스틱/컨트롤러
,,,,50002771,가방/케이스
,,,,50002772,보호필름
,,,,50002773,충전기기
,,,,50002774,음향기기
,,,,50002775,기타주변기기
50000100,침실가구,50001228,침대,50003210,싱글침대
,,,,50003211,슈퍼싱글침대
,,,,50003212,더블침대
,,,,50003213,퀸침대
,,,,50003214,킹침대
,,,,50003215,침대프레임
,,,,50003216,이층침대
,,,,50003217,이단침대
,,,,50003218,접이식침대
,,,,50003219,돌침대
,,,,50003220,흙침대
,,,,50003221,베드벤치
,,,,50006200,패밀리침대
,,,,50007069,모션베드
,,50001229,매트리스,50003222,싱글매트리스
,,,,50003223,슈퍼싱글매트리스
,,,,50003224,더블매트리스
,,,,50003225,퀸매트리스
,,,,50003226,킹매트리스
,,50001230,장롱/붙박이장,50003227,옷장
,,,,50003228,장롱
,,,,50003229,붙박이장
,,,,50003230,틈새옷장
,,,,50003231,드레스룸
,,50001231,화장대,50003232,일반화장대
,,,,50003233,콘솔
,,,,50003234,좌식화장대
,,,,50003235,화장품정리함
,,,,50003236,화장대의자
,,50001232,거울,50003237,벽걸이거울
,,,,50003238,전신거울
,,,,50003239,탁상거울
,,,,50003240,손거울
,,50007189,서랍장,,
,,50001307,협탁,,
,,50001308,부부테이블,,
,,50001309,침실세트,,
50000101,거실가구,50001234,소파,50003242,가죽소파
,,,,50003243,인조가죽소파
,,,,50003244,패브릭소파
,,,,50003245,리클라이너소파
,,,,50003246,좌식소파
,,,,50003247,소파베드
,,,,50003248,벤치소파
,,,,50003249,수납소파
,,,,50003250,빈백
,,50001235,테이블,50003251,거실테이블
,,,,50003253,사이드테이블
,,,,50003254,접이식테이블
,,50001310,TV거실장,,
,,50001311,장식장,,
50000102,주방가구,50001236,식탁/의자,50003255,식탁세트
,,,,50003256,식탁테이블
,,,,50003257,아일랜드식탁
,,,,50003258,레인지대겸용식탁
,,,,50003260,식탁의자
,,,,50003261,아일랜드식탁의자
,,50001313,레인지대,,
,,50001315,왜건/카트,,
,,50001316,주방수납장,,
,,50001317,그릇장/컵보드,,
,,50001318,기타주방가구,,
,,50004801,와인랙,,
50000103,수납가구,50001319,행거,,
,,50001320,수납장,,
,,50001321,선반,,
,,50001322,공간박스,,
,,50001323,고가구,,
,,50001324,나비장,,
,,50001325,CD/DVD장,,
,,50001326,신발장,,
,,50001327,우산꽂이,,
,,50001328,잡지꽂이,,
,,50001329,코너장,,
,,50001330,소품수납함,,
50000104,아동/주니어가구,50001332,책상,,
,,50001333,책상의자,,
,,50001334,책상의자세트,,
,,50001335,책장,,
,,50001336,책꽂이,,
,,50001237,침대,50003262,일반침대
,,,,50003671,벙커침대
,,,,50003672,2단침대
,,,,50003673,2층침대
,,50001337,옷장,,
,,50001338,행거,,
,,50001339,서랍장,,
,,50001340,수납장,,
,,50001341,의자,,
,,50001342,소파,,
,,50001344,소품가구,,
,,50001345,아동침실세트,,
50000105,서재/사무용가구,50001238,책상,50003263,h형 책상
,,,,50003675,일자형 책상
,,,,50003676,좌식책상
,,,,50003677,2인용 책상
,,,,50003678,컴퓨터책상
,,,,50003679,코너형책상
,,,,50003680,독서실책상
,,,,50003681,삼나무/원목책상
,,,,50007169,스탠딩책상
,,,,50003695,책상소품
,,50001346,책장,,
,,50001347,책꽂이,,
,,50001239,의자,50003264,일반의자
,,,,50003682,인테리어의자
,,,,50003683,목받침의자
,,,,50003265,좌식의자
,,,,50003266,스툴
,,,,50003291,안락의자
,,,,50003292,흔들의자
,,,,50003293,하이팩의자
,,,,50003294,간이/접이식의자
,,,,50003295,의자발받침대
,,50001240,사무/교구용가구,50003296,사무용책상
,,,,50003297,사무용책장
,,,,50003298,사무용소파
,,,,50003299,사무용의자
,,,,50003300,사무용수납가구
,,,,50003301,파티션
,,,,50003302,캐비닛
,,,,50003303,회의테이블
,,,,50003304,교구용가구/소품
,,,,50003305,학원/학교책걸상
,,,,50003306,기타사무/교구용가구
50000106,아웃도어가구,50001054,야외테이블,,
,,50001055,야외의자,,
,,50001056,정원그네,,
,,50001057,정자,,
,,50001058,야외벤치,,
,,50001059,기타아웃도어가구,,
,,50001779,파라솔,,
50000107,DIY자재/용품,50001060,목재,,
,,50001061,반제품,,
,,50001113,가구부속품,50003307,가구다리
,,,,50003308,가구바퀴
,,,,50003309,경첩/꺽쇠/자석철물류
,,,,50003310,나사/못
,,,,50003311,로프/철망
,,,,50003312,서랍레일
,,,,50003313,소켓/옷걸이봉
,,,,50003314,기타가구부속품
,,50001114,바닥재,50003315,마루
,,,,50003316,매트류
,,,,50003317,온돌마루
,,,,50003318,인조잔디
,,,,50003319,장판
,,,,50003320,필름난방
,,,,50003321,기타바닥재
,,50001062,손잡이,,
,,50001115,타일,50003322,스텐타일
,,,,50003684,아트타일
,,,,50003685,우드타일
,,,,50003686,유리타일
,,,,50003687,자기질타일
,,,,50003688,점착식타일
,,,,50003689,카페트타일
,,,,50007146,도기질타일
,,50001063,파벽돌,,
,,50004081,몰딩,,
,,50001065,패널,,
,,50001116,벽지,50003323,합지벽지
,,,,50003324,실크벽지
,,,,50003325,뮤럴벽지
,,,,50003326,포인트벽지
,,,,50003327,띠벽지
,,,,50003328,기타벽지
,,50003913,시트지,50003329,타일시트지
,,,,50003690,무늬목시트지
,,,,50003691,단색시트지
,,,,50003692,포인트시트지
,,,,50003693,아이방시트지
,,,,50003694,뮤럴시트지
,,,,50003696,유리용시트지
,,50001066,데코스티커,,
,,50001067,접착제/보수용품,,
,,50008168,리모델링,50008188,중문
,,,,50008208,욕실/바스
,,,,50008228,싱크대
,,,,50008848,창문/창호/새시
50000109,침구단품,50001123,매트/침대커버,50003470,싱글/슈퍼싱글침대커버
,,,,50003471,더블/퀸/킹침대커버
,,,,50003472,싱글/슈퍼싱글매트커버
,,,,50003473,더블/퀀/킹매트커버
,,50001124,베개,50003474,계절베개
,,,,50003475,라텍스베개
,,,,50003476,메모리폼베개
,,,,50003477,베개커버
,,,,50003478,베개커버세트
,,50000969,스프레드,,
,,50000970,차렵이불,,
,,50000971,홑이불,,
,,50001125,패드,50003479,싱글/슈퍼싱글패드
,,,,50003480,더블/퀸/킹패드
,,50001126,요,50003481,요세트
,,,,50003482,요커버
,,50000972,이불커버,,
,,50000973,담요,,
,,50000974,무릎담요,,
,,50000975,전기매트커버,,
,,50007048,토퍼,,
,,50007049,토퍼커버,,
,,50000976,기타침구단품,,
50000110,침구세트,50001127,침대커버세트,50003483,싱글침대커버세트
,,,,50003484,슈퍼싱글침대커버세트
,,,,50003485,더블/퀸침대커버세트
,,,,50003486,킹침대커버세트
,,50001128,매트커버세트,50003487,싱글매트커버세트
,,,,50003488,슈퍼싱글매트커버세트
,,,,50003489,더블/퀸매트커버세트
,,,,50003490,킹매트커버세트
,,50001129,이불베개세트,50003491,싱글이불베개세트
,,,,50003492,슈퍼싱글이불베개세트
,,,,50003493,더블/퀸이불베개세트
,,,,50003494,킹이불베개세트
,,50001130,이불패드세트,50003495,싱글이불패드세트
,,,,50003496,슈퍼싱글이불패드세트
,,,,50003497,더블/퀸이불패드세트
,,,,50003498,킹이불패드세트
,,50001131,요이불세트,50003499,1인용
,,,,50003500,2/3인용
,,,,50000977,한실예단세트
50000112,카페트/러그,50001135,카페트,50003511,면/극세사카페트
,,,,50003512,파일카페트
,,,,50003513,원목/우드카페트
,,50000981,러그,,
,,50000982,발매트,,
,,50000983,대자리,,
,,50000984,왕골자리,,
,,50000852,쿨매트,,
50000113,커튼/블라인드,50001136,커튼,50003514,거실용커튼
,,,,50003515,창문용커튼
,,,,50003516,커튼링/봉
,,50000857,로만셰이드,,
,,50000858,커튼/로만세트,,
,,50000859,블라인드,,
,,50006168,콤비블라인드,,
,,50000860,버티컬,,
,,50000861,롤스크린,,
,,50000862,바란스,,
,,50000863,캐노피,,
,,50000864,대나무발,,
,,50000865,비즈발,,
,,50000866,자바라,,
,,50000867,커튼액세서리,,
,,50000853,실커튼,,
50000154,홈데코,50001137,커버류,50003517,소파커버/패드
,,,,50003518,에어컨커버
,,,,50003520,피아노커버
,,,,50003521,기타커버류
,,50001138,주방데코,50003522,식탁보
,,,,50003523,식탁보세트
,,,,50003524,식탁매트
,,,,50003525,의자커버
,,,,50003526,러너
,,,,50003527,앞치마
,,,,50003640,주방장갑
,,,,50003641,기타주방데코
,,50001139,쿠션/방석,50003642,일반방석
,,,,50003643,계절방석
,,,,50003644,기능성방석
,,,,50003645,방석커버
,,,,50003646,일반쿠션
,,,,50003647,기능성쿠션
,,,,50003648,등쿠션
,,,,50003649,대쿠션/대방석
,,,,50003650,헤드쿠션
,,,,50003651,목쿠션/아이필로우
,,,,50003652,바디필로우
,,,,50003653,팔꿈치/손목쿠션
,,,,50003654,쿠션커버
,,,,50003655,쿠션/방석커버세트
,,,,50003656,쿠션/방석기타
50000111,솜류,50001132,베개솜/속통,50003501,일반베개솜
,,,,50003502,양모베개솜
,,,,50003503,거위털/오리털베개솜
,,,,50003504,마이크로화이바베개솜
,,50001133,요솜/매트솜,50003505,견면요솜
,,,,50003506,목화요솜
,,50001134,이불솜,50003507,일반이불솜
,,,,50003508,양모이불솜
,,,,50003509,거위털/오리털이불솜
,,,,50003510,마이크로화이바이불솜
,,50000979,쿠션솜,,
,,50000980,방석솜,,
50000114,수예,50001140,뜨개질,50003657,뜨개질실
,,,,50003658,뜨개질바늘
,,,,50003659,패키지
,,,,50003660,완제품
,,50001141,자수,50003661,도안
,,,,50003662,원단
,,,,50003663,실/바늘
,,,,50003664,패키지
,,,,50003665,완제품
,,50001142,퀼트/펠트,50003666,도안
,,,,50003667,원단
,,,,50003668,패키지
,,,,50003669,완제품
,,50000849,원단,,
,,50000850,수예용품/부자재,,
,,50006874,보석십자수,,
,,50000851,기타수예,,
50000108,인테리어소품,50001118,스탠드,50003330,단스탠드
,,,,50003331,장스탠드
,,50001119,조명,50003332,벽등
,,,,50003333,샹들리에
,,,,50003334,거실조명
,,,,50003335,야외조명
,,,,50003336,분수등
,,,,50003337,주방조명
,,,,50003338,욕실조명
,,,,50003339,현관조명
,,,,50003340,인테리어조명
,,,,50003341,전구
,,,,50003342,형광등
,,,,50007247,LED모듈
,,50001120,시계,50003343,벽시계
,,,,50003344,알람/탁상시계
,,,,50003345,스탠드시계
,,50001121,액자,50003346,탁상용액자
,,,,50003347,벽걸이액자
,,,,50003348,파티션액자
,,,,50003349,캐릭터액자
,,,,50003350,퍼즐/그림/사진액자
,,,,50003351,포토보드/집게
,,,,50003352,액자세트
,,,,50002014,디지털액자
,,50006309,미술작품,50006310,회화
,,,,50006311,판화
,,,,50006312,아트포스터
,,,,50006313,사진작품
,,,,50006788,공예디자인
,,,,50007190,조각
,,50001122,아로마/캔들용품,50003353,초/향초
,,,,50003354,촛대/홀더
,,,,50003355,아로마램프/오일
,,,,50003356,아로마방향제/디퓨저
,,,,50006875,캔들만들기
,,,,50006876,석고방향제만들기
,,,,50003357,기타아로마/캔들용품
,,50001069,장식인형,,
,,50001070,장식미니어쳐,,
,,50001071,화병,,
,,50001072,인테리어파티션,,
,,50001073,인테리어창문,,
,,50001074,인터폰박스,,
,,50001075,인테리어분수,,
,,50001076,오르골,,
,,50000961,워터볼,,
,,50000962,우체통,,
,,50000963,도어벨,,
,,50000964,디자인문패,,
,,50000965,냉장고자석,,
,,50000966,앤틱소품,,
,,50000967,전통공예소품,,
,,50000968,기타장식용품,,
50000115,분유,50000854,국내분유,,
,,50000855,수입분유,,
,,50000856,특수분유,,
50000116,기저귀,50000729,국내기저귀,,
,,50000730,수입기저귀,,
,,50001143,기능성기저귀,50003697,천기저귀
,,,,50003698,수영장기저귀
,,,,50003699,땅콩기저귀
,,,,50003700,기저귀커버
,,,,50003701,기저귀밴드
50000117,물티슈,50005401,캡형,,
,,50005402,리필형,,
,,50005403,휴대용,,
,,50005405,혼합세트,,
50000118,이유식,50000733,분말이유식,,
,,50000736,반고형이유식,,
,,50000737,레토르트이유식,,
,,50001144,수제이유식,50003702,밥/죽
,,,,50003703,국/반찬
,,,,50007068,이유식재료
,,,,50003707,기타수제이유식
50000121,유모차,50000686,초경량/휴대용,,
,,50000687,절충형/디럭스형,,
,,50005406,쌍둥이용,,
,,50005407,유모차/카시트 세트,,
,,50001147,유모차용품,50003865,유모차커버
,,,,50003870,유모차풋머프
,,,,50003873,유모차목쿠션/블랭킷
,,,,50005303,유모차햇빛가리개
,,,,50003864,유모차시트
,,,,50003868,유모차걸이
,,,,50003871,유모차장난감
,,,,50003872,유모차홀더
,,,,50003866,유모차보호대/안전바
,,,,50003867,유모차정리망/정리함
,,,,50003875,기타유모차용품
50000119,아기간식,50000739,유아과자,,
,,50000738,유아두유,,
,,50005467,유아유제품,,
,,50005468,유아음료,,
50000122,카시트,50005408,바구니형,,
,,50005409,일체형,,
,,50005410,분리형,,
,,50001148,카시트용품,50003877,햇빛가리개
,,,,50003879,카시트기타용품
,,,,50003880,차량안전벨트
50000128,유아세제,50000626,유아세탁세제,,
,,50000627,유아유연제,,
,,50000628,유아세탁비누,,
,,50005413,혼합세트,,
,,50005412,유아표백제/얼룩제거제,,
50000127,구강청결용품,50000619,유아칫솔,,
,,50000620,유아치약,,
,,50000621,유아구강세정제,,
,,50000622,유아구강청결티슈,,
,,50000623,손가락빨기방지용품,,
,,50000625,기타구강청결용품,,
50000129,소독/살균용품,50000629,젖병소독기,,
,,50000630,젖병세정제,,
,,50000631,젖병솔,,
,,50000632,젖병집게,,
,,50000633,젖병건조대,,
,,50000634,장난감소독기,,
50000125,스킨/바디용품,50000717,기저귀크림,,
,,50000718,유아크림,,
,,50000719,유아로션,,
,,50000720,유아오일,,
,,50000721,유아선크림,,
,,50000722,유아파우더,,
,,50000723,유아립케어,,
,,50000724,유아비누,,
,,50000726,유아바스/샴푸,,
,,50000727,유아입욕제,,
,,50005411,혼합세트,,
,,50007108,어린이네일케어,,
,,50000728,기타스킨/바디용품,,
50000123,외출용품,50000692,아기띠,,
,,50000697,힙시트,,
,,50000694,아기띠침받이,,
,,50000702,망토/워머,,
,,50000701,슬링,,
,,50000693,아기띠쿨러/패드,,
,,50000695,기저귀가방,,
,,50000698,포대기/처네,,
,,50000700,캐리어,,
,,50000703,미아방지용품,,
,,50000704,기타외출용품,,
50000120,수유용품,50000743,젖병,,
,,50000745,젖꼭지,,
,,50000746,노리개젖꼭지,,
,,50000673,유축기,,
,,50000674,분유케이스,,
,,50000675,보틀워머,,
,,50000677,모유보관비닐팩,,
,,50000679,수유쿠션/시트,,
,,50000680,수유가리개,,
,,50000681,수유패드,,
,,50000684,유두케어/젖몸살용품,,
,,50000685,기타수유용품,,
50000124,목욕용품,50000705,유아욕조,,
,,50000706,유아목욕의자,,
,,50000714,유아목욕장난감,,
,,50000707,유아목욕가운,,
,,50000708,유아목욕타월,,
,,50000709,유아샴푸캡,,
,,50000710,유아목욕장갑/스펀지,,
,,50000711,유아세면대/수도꼭지,,
,,50000713,유아욕탕온도계,,
,,50000715,욕실정리망/정리함,,
,,50000716,기타목욕용품,,
50000130,안전용품,50000576,안전문,,
,,50000577,모서리보호대,,
,,50000578,머리보호대,,
,,50000579,무릎보호대,,
,,50000580,문닫힘방지,,
,,50000582,디딤대,,
,,50000583,모기밴드/퇴치용품,,
,,50000584,안전잠금장치,,
,,50000586,콘센트안전커버,,
50000132,이유식용품,50000477,유아컵,,
,,50000478,유아식기,,
,,50000479,유아스푼/포크,,
,,50000481,연습용젓가락,,
,,50000482,턱받이,,
,,50000483,조리기,,
,,50000485,과즙망,,
,,50000486,기타이유식용품,,
50000135,유아침구,50000509,속싸개,,
,,50000510,겉싸개,,
,,50000512,아기이불/요/패드,,
,,50000513,보낭/슬리핑백,,
,,50000514,방수요,,
,,50005304,유아베개,,
,,50005305,낮잠이불,,
,,50000516,DIY 아기용품,,
,,50000517,기타유아침구,,
50000131,유아가구,50000587,유아침대,,
,,50000589,유아책상,,
,,50000590,유아공부상,,
,,50000591,유아의자,,
,,50000592,유아소파,,
,,50000593,유아이유식의자,,
,,50000598,유아옷걸이,,
,,50000600,장난감정리함,,
,,50000473,기저귀정리함,,
,,50000476,기타유아가구,,
50000134,임산부용품,50000503,산모방석,,
,,50000505,전자파차단앞치마,,
,,50001150,태교용품,50004035,태교용구
,,,,50004036,태교음반/DVD
,,50000276,임산부바디필로우,,
,,50000507,임산부화장품,,
,,50000508,임산부보호대,,
,,50006841,모유촉진제,,
,,50000277,기타임산부용품,,
50000133,임부복,50000487,수유복,,
,,50000488,원피스,,
,,50000496,바지,,
,,50000497,청바지,,
,,50000498,트레이닝복/요가복,,
,,50000499,스커트,,
,,50000500,스타킹,,
,,50000501,레깅스,,
,,50000502,임부용수영복,,
,,50001149,임부속옷,50004030,수유브라
,,,,50004031,임부팬티
,,,,50004032,임부내복
,,,,50004033,임부러닝
,,,,50004034,임산부복대
50000126,위생/건강용품,50000601,유아변기/커버,,
,,50000603,유아면봉,,
,,50000604,유아손톱가위/손톱깎이,,
,,50000606,유아손세정제,,
